authors,title,year,source_title,doi,abstract,cited_by
"Deng Y., Cheng C., Xie J., Liu S., Ma H., Feng J., Su Y., Guo Z.",Coupled changes of bacterial community and function in the gut of mud crab (Scylla Paramamosain) in response to Baimang disease,2019,AMB Express,10.1186/s13568-019-0745-1,"Increasing evidence has revealed a close association between intestinal bacterial community and hosts health. However, it is unclear whether and what extend Baimang disease alters the intestinal microbiota in mud crab (Scylla paramamosain). Here, we conducted intestinal contents Illumina sequencing of healthy and Baimang diseased mud crab (S. paramamosain) to understand bacterial community variations among health status. In addition, bacterial functional predication was used to investigate whether and how the bacteria variations further change their functions? The phyla of Proteobacteria, Fusobacteria, Cyanobacteria, Tenericutes, Firmicutes, Bacteroidetes, and Spirochaetae constituted over 96.44% of the total intestinal bacteria, with being the dominant taxa. The 7 most significantly different orders, including the increased four orders of Clostridiales, Entomoplasmatales, Bacteroidales, and Mycoplasmatales and the decreased three orders of Vibrionales, Campylobacterales, and Fusobacteriales, accounted for 61.14% dissimilarity, probably being the indicator taxa of Baimang disease. Accordingly, 12 Kyoto Encyclopedia of Genes and Genomes orthologies in level 3 shifted significantly at the diseased crabs. Especially, bacterial secretion system, secretion system, lipopolysaccharide biosynthesis proteins and Vibrio cholerae pathogenic cycle, being related to bacterial virulence, were reduced. In addition, the reduced butanoate metabolism, and induced methane metabolism and one carbon pool by folate were important metabolic processes of probiotic, such as Bacteroides spp. and Clostridium spp., with playing critical roles in host health. This study suggests that Baimang disease coupled altered the intestinal bacterial communities and functions, providing timely information for further analysis the influencing mechanism of Baimang disease in mud crab (S. paramamosain). © 2019, The Author(s).",11.0
"Mathew S., Smatti M.K., Al Ansari K., Nasrallah G.K., Al Thani A.A., Yassine H.M.",Mixed Viral-Bacterial Infections and Their Effects on Gut Microbiota and Clinical Illnesses in Children,2019,Scientific Reports,10.1038/s41598-018-37162-w,"Acute gastroenteritis remains a major cause of morbidity and mortality among young children worldwide. It accounts for approximately 1.34 million deaths annually in children younger than five years. Infection can be caused by viral, bacterial and/or parasitic microorganisms. Dysbiosis due to such infections could dramatically affect disease prognosis as well as development of chronic illness. The aim of this study was to analyze gut microbiome and clinical outcomes in young children suffering from viral or mixed viral-bacterial infection. We evaluated gut microbiota composition in children suffering from viral or mixed viral-bacterial infection with two major viruses rotavirus (RV) and norovirus (NoV) and two pathogenic bacteria [Enteroaggregative E. coli (EAEC), and Enteropathogenic E. coli (EPEC)]. We sequenced 16S ribosomal RNA (V4 region) genes using Illumina MiSeq in 70 hospitalized children suffering from gastroenteric infections plus nine healthy controls. The study summarized Operational Taxonomic Unit (OTU) abundances with the Bray-Curtis index and performed a non-metric multidimensional scaling analysis to visualize microbiome similarities. We used a permutational multivariate analyses of variance to test the significance of group differences. We also analyzed the correlation between microbiome changes and clinical outcomes. Our data demonstrated a significant increase in the severity score in children with viral-bacterial mixed infections compared to those with virus infections alone. Statistical analysis by overall relative abundance denoted lesser proportions of Bacteroides in the infected children, whereas Bifidobacteriaceae richness was more prominent in the bacterial-viral mixed infections. Pairwise differences of gut microbiota were significantly higher in RV + EAEC (P = 0.009) and NoV + EAEC (P = 0.009) co-infections, compared to EPEC mixed infection with both, RV (P = 0.045) and NoV (P = 0.188). Shannon diversity index showed considerable more variation in microbiome diversity in children infected with RV cohort compared to NoV cohort. Our results highlight that richness of Bifidobacteriaceae, which acts as probiotics, increased with the severity of the viral-bacterial mixed infections. As expected, significant reduction of relative numbers of Bacteroides was characterized in both RV and NoV infections, with more reduction observed in co-infection pathogenic E. coli. Although mixed infection with EAEC resulted in significant microbiota differences compared to viral infection only or mixed infection with EPEC, the clinical condition of the children were worsened with both pathogenic E.coli co-infections. Further, in comparison with RV cohort, augmented number of differential abundant pathogenic OTUs were peculiarly noticed only with NoV mixed infection. © 2019, The Author(s).",23.0
"Liu L., Zeng D., Yang M., Wen B., Lai J., Zhou Y., Sun H., Xiong L., Wang J., Lin Y., Pan K., Jing B., Wang P., Ni X.","Probiotic Clostridium butyricum Improves the Growth Performance, Immune Function, and Gut Microbiota of Weaning Rex Rabbits",2019,Probiotics and Antimicrobial Proteins,10.1007/s12602-018-9476-x,"Probiotics could promote animal growth and enhance immune function. This study investigated the effects of Clostridium butyricum (CB) on the growth performance, intestinal immune, and gut microbiota of weaning rex rabbits. A total of 60 healthy female rabbits (5-month-old) were divided equally into four groups and mated on the same day: control group (CTRL, fed with basal feed), low-dose group (LDG, fed with basal feed + 1.0 × 103 CFU/g CB), middle-dose group (MDG, fed with basal feed + 1.0 × 104 CFU/g CB), and high-dose group (HDG, fed with basal feed + 1.0 × 105 CFU/g CB). Then, 30 weaning rex rabbits (35-day-old) were collected from each group for this experiment, and they were offered the same feeds as their mother. The results demonstrated that high-dose CB treatment significantly increased average daily weight gain of weaning rex rabbits. Further studies suggested that CB enhanced small intestinal digestive enzyme activity and improved mucosal morphology and antioxidant status. Supplemented with CB, small intestinal barrier function was maintained with the upregulation of mRNA levels of ZO-1, claudin, and occludin as well as the increase of sIgA production. Moreover, the relative expressions of MyD88, TLR2, and TLR4 were elevated in HDG; simultaneously, pro-inflammatory cytokines including IL-6, INF-γ, and TNF-α were decreased after CB administration. In addition, CB showed beneficial effects in improving weaning rex rabbit intestinal microflora via increasing the abundance of beneficial bacteria. Therefore, our results indicated CB can promote rex rabbit growth, which is likely to the enhancement of immune function and the improvement of intestinal microbiota. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.",29.0
"Wang K., Yu X., Li Y., Guo Y., Ge L., Pu F., Ma X., Cui W., Marrota F., He F., Li M.",Bifidobacterium bifidum TMC3115 Can Characteristically Influence Glucose and Lipid Profile and Intestinal Microbiota in the Middle-Aged and Elderly,2019,Probiotics and Antimicrobial Proteins,10.1007/s12602-018-9441-8,"Bifidobacterium bifidum TMC3115 strain (TMC3115) was orally administrated to 47 subjects with mild hyperglycaemia and dyslipidaemia aged 45 to 75 years for 3 weeks. Blood samples were collected before and after intervention for profiling plasma total cholesterol (TC), low-density lipoprotein cholesterol (LDL-C), high-density lipoprotein cholesterol and triglyceride concentrations, as well as fasting blood glucose. Before and 3 and 4 weeks after intervention, the faecal samples were collected to analyse faecal microbiota using the sequencing of 16S rRNA genes with a next-generation sequencer. TMC3115 significantly decreased plasma TC and LDL-C levels of the tested subjects after intervention (P < 0.05). The frequencies of defaecation and faecal odour after the intervention and 1 week later were significantly better than at pre-intervention, respectively. TMC3115 administration increased Firmicutes, Bacteroides and Actinobacteria and decreases in Proteobacteria and Fusobacteria. There were significant increases in the proportions of Dorea and Lachnospira after the intervention (P < 0.05). TMC3115 also increased the level of Firmicutes and decreased that of Bacteroidetes 1 week after the intervention (P < 0.05). Serum triglycerides correlated negatively with the proportions of Bacteroidetes (R = − 0.21, P = 0.047) and Bacteroides (R = − 0.23, P = 0.029), while the relative abundance of Dialister of Firmicutes correlated negatively and significantly with the serum LDL-C (R = − 0.24, P = 0.022) and TC levels (R = − 0.22, P = 0.030). These results indicate that TMC3115 might exhibit beneficial effects on the serum cholesterol metabolism of subjects with dyslipidaemia through modulation of their intestinal microbiota. Trial registration: ChiCTR-OOC-16010271. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.",19.0
"Niu M., Li Q., Zhang J., Wen F., Dang W., Duan G., Li H., Ruan W., Yang P., Guan C., Tian H., Gao X., Zhang S., Yuan F., Han Y.",Characterization of Intestinal Microbiota and Probiotics Treatment in Children With Autism Spectrum Disorders in China,2019,Frontiers in Neurology,10.3389/fneur.2019.01084,"Background: Most previous studies have found that human intestinal microbiota affect the symptoms of autism spectrum disorder (ASD), especially gastrointestinal (GI) symptoms, but regarding this, there is limited data of non-western ethnicity. Probiotics can reconstitute the host intestinal microbiota and strengthen gastrointestinal function, however, clinical data proving the effect of probiotics treatment on ASD is lacking. Methods: This study explored the significant differences between ASD and neurotypical (NT), and the improvement of applied behavior analysis (ABA) training in combination with probiotics, vs. ABA training only. Results: We found significant differences between the ASD group and the NT group in the evenness of the intestinal microbiota and the relative abundance of the bacterial phyla and genus. At the phylum level, relative abundance of Bacteroidetes in the ASD group was significantly lower than in the NT group. At the genus level, the relative abundance of Bacteroides, Bifidobacterium, Ruminococcus, Roseburia, and Blautia in the ASD group was significantly lower than that in the NT group. After a 4-week ABA training program in combination with probiotics treatment, the ATEC and GI scores decreased more than the control group with ABA training only. Conclusion: Our findings suggest that intestinal microbiota is different between the NT children and the ASD children with or without GI problems. In combination with ABA training, probiotics treatment can bring more benefit to ASD children. Clinical trials with a more rigorous design and larger sample size are indispensable for further validation. © Copyright © 2019 Niu, Li, Zhang, Wen, Dang, Duan, Li, Ruan, Yang, Guan, Tian, Gao, Zhang, Yuan and Han.",23.0
"Zeng A., Peng M., Liu H., Guo Z., Xu J., Wang S., He L., Tan Z.",Effects of Debaryomyces hansenii treatment on intestinal mucosa microecology in mice with antibiotic-associated diarrhea,2019,PLoS ONE,10.1371/journal.pone.0224730,"Aim To confirm the effects of Debaryomyces hansenii on intestinal microecology in mice with antibiotic-associated diarrhea (AAD). Methods This study took the mucosal microecology as the entry point and an antibiotic mixture was used to induce diarrhea in mice. D. hansenii suspension was used to treat the mice and the bacterial communities of mucosa was analyzed using high-throughput sequencing. Results The Shannon-Wiener index indicated that the sequencing depth is reasonable and reflected the majority of microbial information. The principal coordinate analysis results showed that mice in the treatment group and the normal group had a similar microbial community structure, while differences in microbial community structure were observed between the model group and the treatment group. The inter-group bacterial structures were analyzed at the phylum level and genus level. The results revealed that antibiotic treatment increased the proportion of Proteobacteria and decreased the proportion of Bacteroides, while D. hansenii treatment inhibited the increase in Proteobacteria. Linear discriminant analysis coupled with effect size measurements (LEfSe) suggested d that the beneficial bacteria Candidatus Arthromitus were the only common bacteria in the normal group (P<0.05). Conclusion The treatment with D.hansenii could contribute to the maintenance of the structure of the mucosal microbiota in comparison with the normal group and inhibit the proliferation of opportunistic bacteria. However, high-dose antibiotic treatment causes mucosal dysbiosis and the proliferation of opportunistic bacteria during the self-recovery period, such as Pseudoalteromonas, Alteromonas, Vibrio. © 2019 Zeng et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",7.0
"Yi R., Tan F., Liao W., Wang Q., Mu J., Zhou X., Yang Z., Zhao X.",Isolation and identification of Lactobacillus plantarum HFY05 from natural fermented yak yogurt and its effect on alcoholic liver injury in mice,2019,Microorganisms,10.3390/microorganisms7110530,"Yak yogurt is a type of naturally fermented dairy product prepared by herdsmen in the Qinghai-Tibet Plateau, which is rich in microorganisms. In this study, a strain of Lactobacillus plantarum was isolated and identified from yak yogurt in Hongyuan, Sichuan Province and named Lactobacillus plantarum HFY05 (LP-HFY05). LP-HFY05 was compared with a common commercial strain of Lactobacillus delbrueckii subsp. bulgaricus (LDSB). LP-HFY05 showed better anti-artificial gastric acid and bile salt effects than LDSB in in vitro experiments, indicating its potential as a probiotic. In animal experiments, long-term alcohol gavage induced alcoholic liver injury. LP-HFY05 effectively reduced the liver index of mice with liver injury, downregulated the levels of aspartate aminotransferase, alanine aminotransferase, alkaline phosphatase, triglyceride, total cholesterol, blood urea nitrogen, nitric oxide, and MDA and upregulated the levels of albumin, superoxide dismutase (SOD), catalase (CAT), and glutathione peroxidase in the serum of liver-injured mice. LP-HFY05 also reduced the levels of interleukin (IL)-6, IL-12, tumor necrosis factor-alpha, and interferon-gamma in the serum of liver-injured mice. The pathological observations showed that LP-HFY05 reduced the damage to liver cells caused by alcohol. Quantitative polymerase chain reaction and Western blot assays further showed that LP-HFY05 upregulated neuronal nitric oxide synthase, endothelial nitric oxide synthase, manganese-SOD, cuprozinc-SOD, CAT, and inhibitor of κB-α mRNA and protein expression and downregulated the expression of nuclear factor-κB-p65 and inducible nitric oxide synthase in the livers of liver-injured mice. A fecal analysis revealed that LP-HFY05 regulated the microbial content in the intestinal tract of mice with liver injury, increased the content of beneficial bacteria, including Bacteroides, Bifidobacterium, and Lactobacillus and reduced the content of harmful bacteria, including Firmicutes, Actinobacteria, Proteobacteria, and Enterobacteriaceae, thus, regulating intestinal microorganisms to protect against liver injury. The effect of LP-HFY05 on liver-injured mice was better than that of LDSB, and the effect was similar to that of silymarin. LP-HFY05 is a high-quality microbial strain with a liver protective effect on experimental mice with alcoholic liver injury. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.",15.0
"Fernández-Tomé S., Marin A.C., Moreno L.O., Baldan-Martin M., Mora-Gutiérrez I., Lanas-Gimeno A., Moreno-Monteagudo J.A., Santander C., Sánchez B., Chaparro M., Gisbert J.P., Bernardo D.",Immunomodulatory effect of gut microbiota-derived bioactive peptides on human immune system from healthy controls and patients with inflammatory bowel disease,2019,Nutrients,10.3390/nu11112605,"Bioactive peptides secreted by probiotic Bifidobacterium longum (peptide B7) and opportunistic pathogen Bacteroides fragilis (peptide B12) modulate the intestinal cytokine milieu in health. Here, we characterized their capacity to modulate both the mucosal cytokine production and the phenotype of circulating antigen presenting cells (APCs) in active inflammatory bowel disease (IBD). The IBD mucosa produced higher levels of pro-inflammatory cytokines referred to healthy controls (HCs). Peptides B7 and B12, however, did not ameliorate the mucosal cytokine milieu in IBD. Human circulating APCs (B-cells, monocytes, plasmacytoid dendritic cells (pDCs), and conventional dendritic cells (cDCs)) were characterized by flow cytometry in presence/absence of the peptides. Circulating B-cells, monocytes, and cDCs from IBD patients were more activated than those from HCs. Peptide B7, but not B12, decreased CCR2 expression on all APC subsets from HC, but not IBD patients. Moreover, both peptides tend to further increase their pro-inflammatory profile in IBD. In summary, IBD patients display mucosal and circulating APC pro-inflammatory properties. Peptide B7 immunomodulatory capacity elicited over circulating APCs from HC, but not IBD patients, suggests the presence of disrupted modulatory mechanisms for this peptide in IBD. Future studies should address the effect of bacteria-derived immunomodulatory peptides in non-inflamed (quiescent) IBD patients. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.",10.0
"Wang M., Chen G., Chen D., Ye H., Sun Y., Zeng X., Liu Z.",Purified fraction of polysaccharides from Fuzhuan brick tea modulates the composition and metabolism of gut microbiota in anaerobic fermentation in vitro,2019,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2019.08.187,"One purified fraction from crude Fuzhuan brick tea polysaccharides (FBTPS), FBTPS-3, was obtained through column chromatography of DEAE Sepharose Fast Flow. The chemical properties and probiotic effects of FBTPS-3 were evaluated by fermentation in vitro. Moreover, the effects of FBTPS-3 on the function and metabolic pathway of gut microbiota were investigated by metagenomic sequencing. The results showed that FBTPS-3 was an heteropolysaccharide with molecular weight of 741 kDa, which was mainly composed of Man, Rha, GalA, Gal and Ara in molar ratio of 8.7:15.5:42.2:19.7:13.9. The contents of carbohydrates and uronic acid in FBTPS-3 were 44.78 ± 2.85% and 40.4 ± 2.11%, respectively. After fermentation, the molecular weight of FBTPS-3 and content of carbohydrates were significantly decreased, indicating that FBTPS-3 could be utilized by gut microbiota. Furthermore, the relative abundances of Bacteroides, Megasphaera and Prevotella were significantly increased by FBTPS-3. FBTPS-3 also significantly promoted the production of acetic, propionic and n-butyric acids. Based on the metagenomic sequencing, it was found that FBTPS-3 significantly enriched the metabolic pathway of starch and sucrose. All the results suggest that FBTPS-3 is expected to be developed as functional ingredients or foods to improve the host health through regulating the gut microbiota and physiological metabolic functions. © 2019 Elsevier B.V.",31.0
"Zeng H., Huang L., Zhou L., Wang P., Chen X., Ding K.",A galactoglucan isolated from of Cistanche deserticola Y. C. Ma. and its bioactivity on intestinal bacteria strains,2019,Carbohydrate Polymers,10.1016/j.carbpol.2019.115038,"To understand whether polysaccharides may have impact on gut microbiota, a neutral polysaccharide CDA-0.05 with an average molecular weight of 7.96 kDa was obtained from Cistanche deserticola Y. C. Ma. The monosaccharide composition analysis indicated that CDA-0.05 was composed of glucose and galactose in a molar ratio of 96.4: 3.6. The backbone of CDA-0.05 contained 1, 4-linked α-D-Glcp, 1, 4, 6-linked α-D-Glcp and 1, 4-linked β-D-Galp, with branches of T-linked α-D-Glcp attached at C-6 of 1, 4, 6-linked α-D-Glcp residues. Bioactivity test results suggested that CDA-0.05 could promote the growth of three species of Bacteroides (B. thetaiotaomicron, B. ovatus and B. fragilis) significantly. Furthermore, CDA-0.05 could also promote some probiotics growth, such as Lactobacillus casei, Lactobacillus plantarum and Lactobacillus reuteri. These results suggested that CDA-0.05 might help to maintain intestinal homeostasis and could be recommended as part of fibers or drugs candidate to benefit human body by regulating gut bacteria. © 2019",12.0
"Kunishima H., Ishibashi N., Wada K., Oka K., Takahashi M., Yamasaki Y., Aoyagi T., Takemura H., Kitagawa M., Kaku M.","The effect of gut microbiota and probiotic organisms on the properties of extended spectrum beta-lactamase producing and carbapenem resistant Enterobacteriaceae including growth, beta-lactamase activity and gene transmissibility",2019,Journal of Infection and Chemotherapy,10.1016/j.jiac.2019.04.021,"The gut microbiota may play a pivotal role in controlling the antimicrobial resistant (AMR) organisms although the evidences are limited. We investigated the effects of gut microbiota on the growth of AMR organisms, β-lactamases activity and transmissibility of antimicrobial resistant properties of the extended spectrum β-lactamase (ESBL)-producing Escherichia coli and carbapenem-resistant Enterobacteriaceae. CTX-M-15-positive, ESBL-producing E. coli and carbapenem resistant Enterobacteriaceae, Bacteroides fragilis, Bifidobacterium longum, Clostridium butyricum, Clostridioides difficile, Clostridium perfringens, Enterococcus faecium, Lactobacillus plantarum and probiotic strain of C. butyricum MIYAIRI 588 were used in this study. The growth of AMR organisms was suppressed by the supernatant of C. butyricum, C. difficile, C. perfringens, E. faecium and L. plantarum in a dose dependent manner but not by that of B. fragilis and B. longum. The β-lactamase activity produced by E. coli was reduced by the presence of culture supernatant of certain gut microbiota during stationary phase of E. coli. Importantly, C. butyricum MIYAIRI 588 culture supernatant suppressed the transcription of blaCTX-M gene during growth phase of E. coli. The conjugation assay showed the reduction of transmissibility of antibiotic resistant gene by gut microbiota. These findings suggest that certain gut microbiota affect the antibiotic resistant activities of AMR organisms. Further studies are needed to identify the specific mechanism(s) of these actions between AMR organisms and gut microbiota. © 2019 Japanese Society of Chemotherapy and The Japanese Association for Infectious Diseases",7.0
"Sasidharan B.K., Ramadass B., Viswanathan P., Samuel P., Gowri M., Pugazhendhi S., Ramakrishna B.",A phase 2 randomized controlled trial of oral resistant starch supplements in the prevention of acute radiation proctitis in patients treated for cervical cancer,2019,Journal of Cancer Research and Therapeutics,10.4103/jcrt.JCRT_152_19,"Background: Radiation induced proctitis is frequently encountered during the radiation therapy of cervical and prostate cancers that causes pain and occasionally with bleeding and may affect the continuity of radiation therapy. Aims and Objectives: The purpose of the study is to look at the benefit of administration of an oral prebiotic amylase resistant starch in reducing the incidence of acute radiation proctitis, a distressing symptom in patients receiving radiation therapy for cancer of the cervix. Material and Methods: The study was conducted between 2011 and 2014 in 104 patients receiving radical chemo-radiotherapy for carcinoma cervix. Patients were randomized in to two arms, one receiving 30 gm of resistant starch and the other digestible starch on a daily basis throughout the course of the external radiotherapy. All patients received standard 4-field box radiation portals, 50 Gy in 25 fractions with 4 cycles of weekly concurrent Cisplatin. At completion of external beam radiotherapy, all patients underwent LDR/HDR brachytherapy. The study was double blinded and allocation was concealed from the investigators. The investigator recorded the radiotherapy related toxicity of the patients according to CTC V 3.0. The incidence and severity of grade 2-4 diarrhoea and proctitis were documented on a weekly basis and compared across the two groups and analyzed. Stool short chain fatty acid concentrations were measured at baseline at 2nd and 4th week and after 6 weeks of completion of radiotherapy in both study placebo arms and reported. The pattern of microbiota in the stool were also estimated in all patients at 4 time points. Two patients who progressed during therapy were not included in the analyses and two patients discontinued the intervention. A per protocol analyses was done. Results: At analysis there were 50 patients in each arm. The severity of clinical proctitis was found to be similar in both groups of patients with 12.2 % of patients experiencing toxicity of grade 2 and above in digestible starch group versus 14.6% in the resistant starch group. Functional proctitis was similarly graded and it was found that 16.3 % patients in digestible starch group experienced toxicity against 10.2 % patients in the resistant starch group. This difference was seen at 4th week and continued in the subsequent weeks till the end of radiation. Both groups had similar reported toxicity at 6 weeks post intervention and similar incidence of grade 2 and above diarrhea. The resistant starch group was found to have 8% incidence as compared to 2% in the other group at the 5th and 6th week. The short chain fatty acid concentrations were not significantly different in the groups at any point. Conclusion: The study did not demonstrate a significant benefit in administering resistant starch over and above normal diet to patients receiving pelvic radiotherapy. The reasons may be attributed to concurrent use of chemotherapy and decrease in intestinal probiotics. The use of digestible starch in the control arm may have contributed to lower incidence of the toxicity endpoints as well. © 2019 Journal of Cancer Research and Therapeutics - Published by Wolters Kluwer - Medknow.",8.0
"Li B., He Y., Ma J., Huang P., Du J., Cao L., Wang Y., Xiao Q., Tang H., Chen S.",Mild cognitive impairment has similar alterations as Alzheimer's disease in gut microbiota,2019,Alzheimer's and Dementia,10.1016/j.jalz.2019.07.002,"Objective: Gut microbiota changes before the onset of Alzheimer's disease (AD) and the alterations could be detected in the stage of mild cognitive impairment (MCI). The findings might offer diagnostic biomarkers before the onset of dementia. Background: AD is the most common cause of dementia, and MCI is the predementia state. Recent studies suggest the alterations in the gut microbial communities associated with AD, whereas the microbiota in MCI before the onset of dementia has not been discovered and characterized in humans. New/Updated Hypothesis: We hypothesize that the dysbiosis happens in the MCI stage. Patients with AD and MCI have decreased microbial diversity, and changes in gut microbiota could be detected for early detection of AD. In our preliminary study, we identified differences between AD and normal controls in 11 genera from the feces and 11 genera from the blood. No difference in genera between AD and MCI was detected. Using the diagnostic model from fecal samples with all different genera input, 93% (28 in 30) of patients with MCI could be identified correctly. Major Challenges for the Hypothesis: The diagnosis of MCI and AD in the study was based on symptoms and neuroimaging, and AD biomarkers should be included for precise diagnosis in further validating studies. Besides, as the microbiota changes longitudinally, their relationship with the progress of dementia needs to be studied in the prospective studies. Linkage to Other Major Theories: Escherichia was observed increased at genus level in both fecal and blood samples from AD and MCI. For AD biomarker, postmortem brain tissue from patients with AD showed lipopolysaccharides and gram-negative Escherichia coli fragments colocalize with amyloid plaque. In this way, the amyloid pathogenesis for AD would be triggered during MCI by gut microbiota shifting. Besides, systemic inflammatory reactions caused by compounds secreted by bacteria may impair the blood-brain barrier and promote neuroinflammation and/or neurodegeneration. Furthermore, abnormal metabolites caused by microbial gene functions have an impact on neurodegeneration. © 2019 the Alzheimer's Association",96.0
"Sofi M.H., Johnson B.M., Gudi R.R., Jolly A., Gaudreau M.-C., Vasu C.",Polysaccharide a-dependent opposing effects of mucosal and systemic exposures to human gut commensal bacteroides fragilis in type 1 diabetes,2019,Diabetes,10.2337/db19-0211,"Bacteroides fragilis (BF) is an integral component of the human colonic commensal microbiota. BF is also the most commonly isolated organism from clinical cases of intra-abdominal abscesses, suggesting its potential to induce proinflammatory responses upon accessing the systemic compartment. Hence, we examined the impact of mucosal and systemic exposures to BF on type 1 diabetes (T1D) incidence in NOD mice. The impact of intestinal exposure to BF under a chemically induced enhanced gut permeability condition, which permits microbial translocation, in T1D was also examined. While oral administration of heat-killed (HK) BF to prediabetic mice caused enhanced immune regulation and suppression of autoimmunity, resulting in delayed hyperglycemia, mice that received HK BF by intravenous injection showed rapid disease progression. Importantly, polysaccharide A-deficient BF failed to produce these opposing effects upon oral and systemic deliveries. Furthermore, BF-induced modulation of disease progression was observed in wild-type, but not TLR2-deficient, NOD mice. Interestingly, oral administration of BF under enhanced gut permeability conditions resulted in accelerated disease progression and rapid onset of hyperglycemia in NOD mice. Overall, these observations suggest that BF-like gut commensals can cause proinflammatory responses upon gaining access to the systemic compartment and contribute to T1D in at-risk subjects. © 2019 by the American Diabetes Association.",11.0
"Niu K.-M., Khosravi S., Kothari D., Lee W.-D., Lim J.-M., Lee B.-J., Kim K.-W., Lim S.-G., Lee S.-M., Kim S.-K.","Effects of dietary multi-strain probiotics supplementation in a low fishmeal diet on growth performance, nutrient utilization, proximate composition, immune parameters, and gut microbiota of juvenile olive flounder (Paralichthys olivaceus)",2019,Fish and Shellfish Immunology,10.1016/j.fsi.2019.07.056,"A 12-week feeding trial was conducted to evaluate the effects of multi-strain probiotics (MSP) in a low fish meal (FM) diet on overall performance, gut microbiota, selected non-specific immune responses and antioxidant enzyme activities of olive flounder (Paralichthys olivaceus) juveniles. A total of 225 healthy olive flounders (initial mean body weight, 13.5 ± 0.01 g) were randomly separated into 3 groups of 75 fish, each group having three replicates of 25 fish; first group was fed with a FM-based control diet (Con), 2nd group was fed with a low-FM diet containing a blend of plant and animal protein meals replacing 30% of the FM protein (FM30), and 3rd group was fed with the FM30 diet supplemented with 108–109 CFU kg−1 of the MSP (Pro). With the exception of lipid retention, which was significantly lower in fish fed the FM30 diet compared to the other two treatments, no other statistically significant differences were recorded with respect to any of the other growth and nutrient utilization parameters. Myeloperoxidase and lysozyme activities of fish fed the Pro diet were much higher and significantly different than those of fish fed the FM30 diet. Glutathione peroxidase activity was significantly higher in Pro- than in Con-fed fish, which, in turn, was significantly higher than FM30-fed fish. Expression of immune-related genes including IL-1β, IL-6, and TNF-α was markedly upregulated in livers of the fish fed Pro diet compared to those fed the Con and FM30 diets. Furthermore, supplementation of MSP in FM30 diet enriched the Lactobacillus abundance in the fish gut as well as predictive gene functions in relation to lipid and carbohydrate metabolisms. These data suggested that the MSP could reduce the potential adverse effects of the low-FM diet and might be used as a healthy immunostimulant for olive flounder. © 2019 Elsevier Ltd",20.0
"Heimesaat M.M., Mrazek K., Bereswill S.",Murine Fecal Microbiota Transplantation Alleviates Intestinal and Systemic Immune Responses in Campylobacter jejuni Infected Mice Harboring a Human Gut Microbiota,2019,Frontiers in Immunology,10.3389/fimmu.2019.02272,"Human campylobacteriosis constitutes a zoonotic food-borne disease and a progressively rising health burden of significant socioeconomic impact. We have recently shown that conventional mice are protected from Campylobacter jejuni infection, which was not the case for human microbiota associated (hma) mice indicating that the host-specific gut microbiota composition primarily determines susceptibility to or resistance against C. jejuni infection. In our present preclinical intervention study we addressed whether gut microbiota changes in stably C. jejuni infected hma mice following murine fecal microbiota transplantation (mFMT) could alleviate pathogen-induced immune responses. To accomplish this, secondary abiotic C57BL/6 mice were generated by broad-spectrum antibiotic treatment, perorally reassociated with a complex human gut microbiota and challenged with C. jejuni by gavage. Seven days later C. jejuni infected hma mice were subjected to peroral mFMT on 3 consecutive days. Within a week post-mFMT fecal pathogenic burdens had decreased by two orders of magnitude, whereas distinct changes in the gut microbiota composition with elevated numbers of lactobacilli and bifidobacteria could be assessed. In addition, mFMT resulted in less C. jejuni induced apoptotic responses in colonic epithelia, reduced numbers of macrophages and monocytes as well as of T lymphocytes in the large intestinal mucosa and lamina propria and in less distinct intestinal pro-inflammatory cytokine secretion as compared to mock challenge. Strikingly, inflammation dampening effects of mFMT were not restricted to the intestinal tract, but could also be observed systemically as indicated by elevated serum concentrations of pro-inflammatory cytokines such as TNF-α, IL-12p70, and IL-6 in C. jejuni infected hma mice of the mock, but not the mFMT cohort. In conclusion, our preclinical mFMT intervention study provides evidence that changes in the gut microbiota composition which might be achieved by pre- or probiotic formulations may effectively lower intestinal C. jejuni loads, dampen both, pathogen-induced intestinal and systemic inflammatory sequelae and may represent a useful tool to treat continuous shedding of C. jejuni by asymptomatic carriers which is critical in the context of food production, hospitalization and immunosuppression. © Copyright © 2019 Heimesaat, Mrazek and Bereswill.",9.0
